"學年度","學校代碼","學校名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男","一年級女","二年級男","二年級女","三年級男","三年級女","四年級男","四年級女","五年級男","五年級女","六年級男","六年級女","七年級男","七年級女","延修生男","延修生女","縣市名稱","體系別"
112,1057,德明財經科技大學,D 日,C 二技,53,16,37,0,0,0,0,5,12,9,25,0,0,0,0,0,0,2,0,30 臺北市,2 技職
112,1057,德明財經科技大學,N 修,C 二技,161,60,101,0,0,0,0,30,41,30,58,0,0,0,0,0,0,0,2,30 臺北市,2 技職
112,1058,明道大學,D 日,D 博士,29,16,13,0,0,2,3,4,0,2,4,4,1,2,4,2,1,0,0,07 彰化縣,1 一般
112,1058,明道大學,D 日,M 碩士,87,46,41,0,0,24,22,8,12,14,7,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
112,1058,明道大學,N 職,M 碩士,25,6,19,0,0,4,16,2,3,0,0,0,0,0,0,0,0,0,0,07 彰化縣,1 一般
112,1058,明道大學,D 日,B 學士,330,162,168,2,1,18,6,29,44,91,105,0,0,0,0,0,0,22,12,07 彰化縣,1 一般
112,1058,明道大學,P 進,B 學士,225,162,63,8,0,42,20,43,24,63,17,0,0,0,0,0,0,6,2,07 彰化縣,1 一般
112,1060,南開科技大學,D 日,M 碩士,71,40,31,21,13,12,17,2,0,5,1,0,0,0,0,0,0,0,0,08 南投縣,2 技職
112,1060,南開科技大學,N 職,M 碩士,48,16,32,5,15,7,14,2,1,2,2,0,0,0,0,0,0,0,0,08 南投縣,2 技職
112,1060,南開科技大學,D 日,B 四技,1307,892,415,150,112,234,111,181,86,264,84,0,0,0,0,0,0,63,22,08 南投縣,2 技職
112,1060,南開科技大學,N 修,B 四技,582,441,141,82,39,98,27,118,29,127,40,0,0,0,0,0,0,16,6,08 南投縣,2 技職
112,1060,南開科技大學,N 修,C 二技,240,113,127,0,0,0,0,62,52,48,74,0,0,0,0,0,0,3,1,08 南投縣,2 技職
112,1060,南開科技大學,N 修,2 二專,52,25,27,14,11,6,14,0,0,0,0,0,0,0,0,0,0,5,2,08 南投縣,2 技職
112,1060,南開科技大學,D 日,5 五專,266,230,36,25,3,36,4,48,8,59,6,55,15,0,0,0,0,7,0,08 南投縣,2 技職
112,1061,中華科技大學,D 日,M 碩士,197,114,83,54,44,47,37,11,1,2,1,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1061,中華科技大學,N 職,M 碩士,86,61,25,22,17,31,6,6,2,1,0,1,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1061,中華科技大學,D 日,B 四技,1679,1173,506,157,109,222,93,308,125,377,140,0,0,0,0,0,0,109,39,30 臺北市,2 技職
112,1061,中華科技大學,N 修,B 四技,636,516,120,154,43,137,19,102,26,107,29,0,0,0,0,0,0,16,3,30 臺北市,2 技職
112,1061,中華科技大學,D 日,C 二技,30,7,23,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1061,中華科技大學,N 修,C 二技,480,322,158,0,0,0,0,185,102,134,56,0,0,0,0,0,0,3,0,30 臺北市,2 技職
112,1061,中華科技大學,N 修,2 二專,97,55,42,26,24,27,18,0,0,0,0,0,0,0,0,0,0,2,0,30 臺北市,2 技職
112,1062,僑光科技大學,D 日,M 碩士,62,29,33,16,15,12,15,1,2,0,1,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1062,僑光科技大學,N 職,M 碩士,58,24,34,19,25,4,8,1,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,2 技職
112,1062,僑光科技大學,D 日,B 四技,4856,2282,2574,522,584,523,538,562,705,579,696,0,0,0,0,0,0,96,51,19 臺中市,2 技職
112,1062,僑光科技大學,N 修,B 四技,3338,2051,1287,550,358,415,231,449,303,477,322,0,0,0,0,0,0,160,73,19 臺中市,2 技職
112,1063,育達科技大學,D 日,M 碩士,123,53,70,15,26,24,34,7,6,7,4,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
112,1063,育達科技大學,N 職,M 碩士,186,115,71,44,27,43,27,7,10,21,7,0,0,0,0,0,0,0,0,05 苗栗縣,2 技職
112,1063,育達科技大學,D 日,B 四技,1106,530,576,125,187,91,119,110,103,114,117,0,0,0,0,0,0,90,50,05 苗栗縣,2 技職
112,1063,育達科技大學,N 修,B 四技,564,328,236,79,54,75,51,79,59,68,62,0,0,0,0,0,0,27,10,05 苗栗縣,2 技職
112,1063,育達科技大學,N 修,C 二技,1059,368,691,0,0,0,0,186,344,159,330,0,0,0,0,0,0,23,17,05 苗栗縣,2 技職
112,1064,美和科技大學,D 日,M 碩士,160,52,108,25,53,8,27,11,18,8,10,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
112,1064,美和科技大學,N 職,M 碩士,154,40,114,21,32,9,34,7,36,3,12,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
112,1064,美和科技大學,D 日,B 四技,1332,597,735,126,137,138,149,155,210,151,213,0,0,0,0,0,0,27,26,13 屏東縣,2 技職
112,1064,美和科技大學,N 修,B 四技,357,111,246,24,47,23,54,28,53,29,77,0,0,0,0,0,0,7,15,13 屏東縣,2 技職
112,1064,美和科技大學,D 日,C 二技,137,14,123,0,0,0,0,9,52,5,70,0,0,0,0,0,0,0,1,13 屏東縣,2 技職
112,1064,美和科技大學,N 修,C 二技,1049,231,818,0,0,0,0,118,416,108,388,0,0,0,0,0,0,5,14,13 屏東縣,2 技職
112,1064,美和科技大學,N 修,2 二專,94,54,40,32,22,21,17,0,0,0,0,0,0,0,0,0,0,1,1,13 屏東縣,2 技職
112,1064,美和科技大學,D 日,5 五專,1603,231,1372,58,273,53,289,44,244,25,251,41,259,0,0,0,0,10,56,13 屏東縣,2 技職
112,1065,吳鳳科技大學,D 日,M 碩士,35,24,11,5,7,17,2,2,1,0,1,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 職,M 碩士,61,37,24,22,18,14,6,0,0,1,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,D 日,B 四技,2223,1432,791,319,190,298,174,413,192,356,221,0,0,0,0,0,0,46,14,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 修,B 四技,549,405,144,94,34,80,31,112,32,98,45,0,0,0,0,0,0,21,2,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 修,C 二技,738,364,374,0,0,0,0,177,184,187,186,0,0,0,0,0,0,0,4,10 嘉義縣,2 技職
112,1065,吳鳳科技大學,N 修,2 二專,176,82,94,32,52,50,42,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,2 技職
112,1066,環球科技大學,D 日,M 碩士,45,22,23,0,0,12,15,3,4,7,4,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
112,1066,環球科技大學,N 職,M 碩士,28,10,18,0,0,4,4,4,6,1,6,1,2,0,0,0,0,0,0,09 雲林縣,2 技職
112,1066,環球科技大學,D 日,B 四技,664,354,310,0,0,76,54,99,58,123,149,0,0,0,0,0,0,56,49,09 雲林縣,2 技職
112,1066,環球科技大學,N 修,B 四技,127,63,64,0,0,13,18,15,8,26,34,0,0,0,0,0,0,9,4,09 雲林縣,2 技職
112,1066,環球科技大學,N 修,C 二技,116,38,78,0,0,0,0,0,0,30,75,0,0,0,0,0,0,8,3,09 雲林縣,2 技職
112,1066,環球科技大學,N 修,2 二專,38,24,14,0,0,17,13,0,0,0,0,0,0,0,0,0,0,7,1,09 雲林縣,2 技職
112,1069,修平科技大學,D 日,M 碩士,93,54,39,27,17,20,18,4,2,3,2,0,0,0,0,0,0,0,0,06 臺中市,2 技職
112,1069,修平科技大學,N 職,M 碩士,55,43,12,20,2,16,9,7,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
112,1069,修平科技大學,D 日,B 四技,2131,1480,651,323,195,304,174,331,104,431,155,0,0,0,0,0,0,91,23,06 臺中市,2 技職
112,1069,修平科技大學,N 修,B 四技,901,834,67,114,10,192,14,224,16,241,23,0,0,0,0,0,0,63,4,06 臺中市,2 技職
112,1069,修平科技大學,N 修,C 二技,650,431,219,0,0,0,0,205,126,217,91,0,0,0,0,0,0,9,2,06 臺中市,2 技職
112,1069,修平科技大學,N 修,2 二專,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,06 臺中市,2 技職
112,1070,長庚科技大學,D 日,M 碩士,80,10,70,7,25,2,32,1,12,0,1,0,0,0,0,0,0,0,0,03 桃園市,2 技職
112,1070,長庚科技大學,N 職,M 碩士,165,6,159,3,40,2,41,1,39,0,19,0,12,0,6,0,2,0,0,03 桃園市,2 技職
112,1070,長庚科技大學,D 日,B 四技,3295,481,2814,129,701,118,675,125,707,102,718,0,0,0,0,0,0,7,13,03 桃園市,2 技職
112,1070,長庚科技大學,D 日,C 二技,1439,118,1321,0,0,0,0,59,667,58,650,0,0,0,0,0,0,1,4,03 桃園市,2 技職
112,1070,長庚科技大學,N 修,C 二技,1134,74,1060,0,0,0,0,39,539,33,493,0,21,0,0,0,0,2,7,03 桃園市,2 技職
112,1071,臺北城市科技大學,D 日,M 碩士,97,64,33,22,16,21,7,14,7,7,3,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1071,臺北城市科技大學,D 日,B 四技,6016,3686,2330,795,676,808,625,802,393,889,466,0,0,0,0,0,0,392,170,30 臺北市,2 技職
112,1071,臺北城市科技大學,N 修,B 四技,659,518,141,137,38,125,33,115,26,120,35,0,0,0,0,0,0,21,9,30 臺北市,2 技職
112,1071,臺北城市科技大學,N 修,C 二技,421,232,189,0,0,0,0,133,85,97,99,0,0,0,0,0,0,2,5,30 臺北市,2 技職
112,1071,臺北城市科技大學,D 日,2 二專,19,15,4,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1071,臺北城市科技大學,N 修,2 二專,307,172,135,90,69,78,65,0,0,0,0,0,0,0,0,0,0,4,1,30 臺北市,2 技職
112,1071,臺北城市科技大學,D 日,5 五專,745,463,282,88,62,85,47,101,53,77,56,104,60,0,0,0,0,8,4,30 臺北市,2 技職
112,1072,敏實科技大學,D 日,B 四技,479,313,166,122,80,47,64,55,11,81,11,0,0,0,0,0,0,8,0,04 新竹縣,2 技職
112,1072,敏實科技大學,N 修,B 四技,122,75,47,42,9,9,14,5,12,15,10,0,0,0,0,0,0,4,2,04 新竹縣,2 技職
112,1072,敏實科技大學,D 日,5 五專,101,44,57,6,15,11,8,7,7,8,9,12,16,0,0,0,0,0,2,04 新竹縣,2 技職
112,1073,醒吾科技大學,D 日,M 碩士,49,16,33,8,9,6,9,2,15,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1073,醒吾科技大學,N 職,M 碩士,79,32,47,11,19,12,23,1,1,0,0,0,0,8,4,0,0,0,0,01 新北市,2 技職
112,1073,醒吾科技大學,D 日,B 四技,4954,2028,2926,428,797,446,639,505,728,539,649,0,0,0,0,0,0,110,113,01 新北市,2 技職
112,1073,醒吾科技大學,N 修,B 四技,499,246,253,78,71,48,58,55,71,51,42,0,0,0,0,0,0,14,11,01 新北市,2 技職
112,1073,醒吾科技大學,N 修,C 二技,328,139,189,0,0,0,0,71,105,66,81,0,0,0,0,0,0,2,3,01 新北市,2 技職
112,1073,醒吾科技大學,N 修,2 二專,53,25,28,8,7,14,21,0,0,0,0,0,0,0,0,0,0,3,0,01 新北市,2 技職
112,1073,醒吾科技大學,D 日,5 五專,138,55,83,0,0,7,17,16,22,19,23,13,17,0,0,0,0,0,4,01 新北市,2 技職
112,1075,文藻外語大學,D 日,M 碩士,224,65,159,20,41,17,43,16,35,11,39,0,0,1,1,0,0,0,0,50 高雄市,2 技職
112,1075,文藻外語大學,N 職,M 碩士,57,17,40,4,10,6,7,2,10,3,5,1,1,1,7,0,0,0,0,50 高雄市,2 技職
112,1075,文藻外語大學,D 日,B 四技,3922,1189,2733,254,570,264,559,263,667,293,695,0,0,0,0,0,0,115,242,50 高雄市,2 技職
112,1075,文藻外語大學,N 修,B 四技,863,331,532,60,81,34,73,63,111,105,143,0,0,0,0,0,0,69,124,50 高雄市,2 技職
112,1075,文藻外語大學,D 日,C 二技,162,29,133,0,0,0,0,16,47,7,49,0,0,0,0,0,0,6,37,50 高雄市,2 技職
112,1075,文藻外語大學,N 修,C 二技,115,26,89,0,0,0,0,14,34,9,37,0,0,0,0,0,0,3,18,50 高雄市,2 技職
112,1075,文藻外語大學,D 日,5 五專,1919,337,1582,93,371,63,352,68,312,51,267,53,258,0,0,0,0,9,22,50 高雄市,2 技職
112,1076,華夏科技大學,D 日,M 碩士,17,14,3,0,0,5,2,8,0,1,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1076,華夏科技大學,N 職,M 碩士,29,21,8,0,0,13,2,7,3,1,3,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1076,華夏科技大學,D 日,B 四技,598,400,198,0,0,74,29,127,57,150,73,0,0,0,0,0,0,49,39,01 新北市,2 技職
112,1076,華夏科技大學,N 修,B 四技,423,276,147,0,0,58,43,69,44,131,41,0,0,0,0,0,0,18,19,01 新北市,2 技職
112,1076,華夏科技大學,D 日,C 二技,28,25,3,0,0,0,0,0,0,21,3,0,0,0,0,0,0,4,0,01 新北市,2 技職
112,1076,華夏科技大學,N 修,C 二技,197,116,81,0,0,0,0,1,0,102,77,0,0,0,0,0,0,13,4,01 新北市,2 技職
112,1076,華夏科技大學,N 修,2 二專,9,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,01 新北市,2 技職
112,1076,華夏科技大學,D 日,5 五專,349,280,69,1,0,50,12,70,20,89,22,62,15,0,0,0,0,8,0,01 新北市,2 技職
112,1077,慈濟科技大學,D 日,M 碩士,85,20,65,9,23,8,15,2,14,1,12,0,1,0,0,0,0,0,0,15 花蓮縣,2 技職
112,1077,慈濟科技大學,D 日,B 四技,1016,400,616,95,126,75,134,105,176,96,168,0,0,0,0,0,0,29,12,15 花蓮縣,2 技職
112,1077,慈濟科技大學,D 日,C 二技,261,30,231,0,0,0,0,9,114,21,117,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
112,1077,慈濟科技大學,N 修,C 二技,167,15,152,0,0,0,0,6,96,8,47,0,0,0,0,0,0,1,9,15 花蓮縣,2 技職
112,1077,慈濟科技大學,D 日,2 二專,16,1,15,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
112,1077,慈濟科技大學,D 日,5 五專,1291,177,1114,29,236,30,202,26,204,40,235,39,202,0,0,0,0,13,35,15 花蓮縣,2 技職
112,1078,致理科技大學,D 日,M 碩士,54,15,39,8,21,4,15,2,0,1,3,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1078,致理科技大學,N 職,M 碩士,54,16,38,7,13,6,13,2,7,1,2,0,3,0,0,0,0,0,0,01 新北市,2 技職
112,1078,致理科技大學,D 日,B 四技,6244,2127,4117,502,1005,526,937,483,1033,487,986,0,0,0,0,0,0,129,156,01 新北市,2 技職
112,1078,致理科技大學,N 修,B 四技,2579,1150,1429,274,247,221,263,252,368,255,409,0,0,0,0,0,0,148,142,01 新北市,2 技職
112,1078,致理科技大學,D 日,C 二技,216,48,168,0,0,0,0,25,81,20,83,0,0,0,0,0,0,3,4,01 新北市,2 技職
112,1078,致理科技大學,N 修,C 二技,246,80,166,0,0,0,0,51,90,29,75,0,0,0,0,0,0,0,1,01 新北市,2 技職
112,1078,致理科技大學,D 日,5 五專,1558,367,1191,94,235,82,242,67,239,69,243,52,210,0,0,0,0,3,22,01 新北市,2 技職
112,1079,康寧大學,N 職,M 碩士,5,2,3,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,30 臺北市,1 一般
112,1079,康寧大學,D 日,B 學士,156,36,120,8,16,5,24,11,33,8,40,0,0,0,0,0,0,4,7,30 臺北市,1 一般
112,1079,康寧大學,N 修,C 二技,195,22,173,0,0,0,0,13,90,9,83,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1079,康寧大學,N 修,2 二專,211,53,158,17,76,19,61,0,0,0,0,0,0,0,0,0,0,17,21,30 臺北市,2 技職
112,1079,康寧大學,D 日,5 五專,2676,628,2048,136,459,136,434,115,380,119,379,107,318,0,0,0,0,15,78,30 臺北市,2 技職
112,1080,宏國德霖科技大學,D 日,M 碩士,39,21,18,10,9,7,7,4,2,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1080,宏國德霖科技大學,D 日,B 四技,1371,824,547,150,113,165,124,182,126,221,141,0,0,0,0,0,0,106,43,01 新北市,2 技職
112,1080,宏國德霖科技大學,N 修,B 四技,731,454,277,124,61,81,70,100,60,111,67,0,0,0,0,0,0,38,19,01 新北市,2 技職
112,1080,宏國德霖科技大學,D 日,C 二技,38,14,24,0,0,0,0,8,7,4,16,0,0,0,0,0,0,2,1,01 新北市,2 技職
112,1080,宏國德霖科技大學,N 修,C 二技,741,460,281,0,0,0,0,230,152,210,125,0,0,0,0,0,0,20,4,01 新北市,2 技職
112,1080,宏國德霖科技大學,D 日,5 五專,1070,634,436,138,89,117,105,140,80,116,81,107,70,0,0,0,0,16,11,01 新北市,2 技職
112,1081,東方設計大學,D 日,D 博士,20,11,9,0,0,2,3,4,1,2,2,0,2,1,1,2,0,0,0,12 高雄市,2 技職
112,1081,東方設計大學,D 日,M 碩士,27,12,15,0,0,6,7,4,3,2,5,0,0,0,0,0,0,0,0,12 高雄市,2 技職
112,1081,東方設計大學,N 職,M 碩士,6,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
112,1081,東方設計大學,D 日,B 四技,102,53,49,0,0,1,2,2,3,21,22,0,0,0,0,0,0,29,22,12 高雄市,2 技職
112,1081,東方設計大學,N 修,B 四技,12,7,5,0,0,0,0,0,0,6,5,0,0,0,0,0,0,1,0,12 高雄市,2 技職
112,1081,東方設計大學,D 日,C 二技,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,12 高雄市,2 技職
112,1081,東方設計大學,N 修,C 二技,42,23,19,0,0,0,0,0,0,17,17,0,0,0,0,0,0,6,2,12 高雄市,2 技職
112,1081,東方設計大學,N 修,2 二專,11,10,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,12 高雄市,2 技職
112,1081,東方設計大學,D 日,5 五專,121,58,63,0,0,5,6,9,7,9,18,29,29,0,0,0,0,6,3,12 高雄市,2 技職
112,1082,崇右影藝科技大學,D 日,M 碩士,33,16,17,8,5,4,9,2,1,2,2,0,0,0,0,0,0,0,0,17 基隆市,2 技職
112,1082,崇右影藝科技大學,D 日,B 四技,1112,502,610,139,167,55,71,129,154,131,170,0,0,0,0,0,0,48,48,17 基隆市,2 技職
112,1083,台北海洋科技大學,D 日,M 碩士,126,72,54,25,27,38,24,7,2,2,1,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1083,台北海洋科技大學,D 日,B 四技,1972,1141,831,330,238,275,204,266,180,177,165,0,0,0,0,0,0,93,44,01 新北市,2 技職
112,1083,台北海洋科技大學,N 修,B 四技,221,93,128,37,32,16,41,20,20,14,33,0,0,0,0,0,0,6,2,01 新北市,2 技職
112,1083,台北海洋科技大學,D 日,C 二技,155,103,52,0,0,0,0,38,32,54,18,0,0,0,0,0,0,11,2,01 新北市,2 技職
112,1083,台北海洋科技大學,N 修,C 二技,583,248,335,0,0,0,0,110,172,134,159,0,0,0,0,0,0,4,4,01 新北市,2 技職
112,1083,台北海洋科技大學,D 日,2 二專,10,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,01 新北市,2 技職
112,1083,台北海洋科技大學,N 修,2 二專,150,138,12,69,5,65,6,0,0,0,0,0,0,0,0,0,0,4,1,01 新北市,2 技職
112,1083,台北海洋科技大學,D 日,5 五專,558,346,212,67,43,86,34,69,55,54,29,63,45,0,0,0,0,7,6,01 新北市,2 技職
112,1084,亞東科技大學,D 日,M 碩士,58,45,13,18,4,16,6,6,1,5,1,0,1,0,0,0,0,0,0,01 新北市,2 技職
112,1084,亞東科技大學,D 日,B 四技,3473,2460,1013,679,332,529,199,546,220,608,238,0,0,0,0,0,0,98,24,01 新北市,2 技職
112,1084,亞東科技大學,D 日,C 二技,177,14,163,0,0,0,0,7,83,7,80,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1084,亞東科技大學,N 修,C 二技,148,11,137,0,0,0,0,7,43,4,42,0,51,0,0,0,0,0,1,01 新北市,2 技職
112,1125,中信金融管理學院,D 日,M 碩士,114,50,64,23,41,21,17,6,6,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
112,1125,中信金融管理學院,N 職,M 碩士,44,24,20,14,16,9,4,1,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
112,1125,中信金融管理學院,D 日,B 學士,799,446,353,123,109,87,88,124,74,102,80,0,0,0,0,0,0,10,2,21 臺南市,1 一般
112,1148,大漢技術學院,D 日,M 碩士,73,44,29,19,7,17,10,8,12,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,2 技職
112,1148,大漢技術學院,D 日,B 四技,97,57,40,11,7,9,5,13,9,19,15,0,0,0,0,0,0,5,4,15 花蓮縣,2 技職
112,1148,大漢技術學院,N 修,B 四技,216,135,81,17,15,31,21,30,22,47,19,0,0,0,0,0,0,10,4,15 花蓮縣,2 技職
112,1148,大漢技術學院,N 修,C 二技,164,88,76,0,0,0,0,47,42,40,32,0,0,0,0,0,0,1,2,15 花蓮縣,2 技職
112,1148,大漢技術學院,N 修,2 二專,51,19,32,9,10,8,20,0,0,0,0,0,0,0,0,0,0,2,2,15 花蓮縣,2 技職
112,1168,南亞技術學院,D 日,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,2 技職
112,1168,南亞技術學院,D 日,B 四技,853,592,261,148,53,136,41,100,57,173,94,0,0,0,0,0,0,35,16,03 桃園市,2 技職
112,1168,南亞技術學院,N 修,B 四技,223,101,122,20,43,17,23,18,24,26,28,0,0,0,0,0,0,20,4,03 桃園市,2 技職
112,1168,南亞技術學院,N 修,C 二技,845,216,629,0,0,0,0,99,331,111,286,0,0,0,0,0,0,6,12,03 桃園市,2 技職
112,1168,南亞技術學院,D 日,5 五專,77,46,31,0,0,0,0,18,9,9,11,17,9,0,0,0,0,2,2,03 桃園市,2 技職
112,1183,黎明技術學院,D 日,M 碩士,14,5,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1183,黎明技術學院,D 日,B 四技,3099,1570,1529,395,409,363,343,328,349,346,338,0,0,0,0,0,0,138,90,01 新北市,2 技職
112,1183,黎明技術學院,N 修,B 四技,1262,857,405,311,144,176,91,186,71,151,81,0,0,0,0,0,0,33,18,01 新北市,2 技職
112,1183,黎明技術學院,N 修,C 二技,57,17,40,0,0,0,0,13,25,4,15,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1183,黎明技術學院,D 日,5 五專,310,251,59,60,11,63,14,53,13,38,12,29,8,0,0,0,0,8,1,01 新北市,2 技職
112,1185,德育護理健康學院,D 日,M 碩士,45,6,39,3,15,2,11,1,10,0,3,0,0,0,0,0,0,0,0,17 基隆市,2 技職
112,1185,德育護理健康學院,N 職,M 碩士,54,14,40,9,21,5,13,0,3,0,3,0,0,0,0,0,0,0,0,17 基隆市,2 技職
112,1185,德育護理健康學院,D 日,B 四技,1356,534,822,149,263,129,200,82,144,85,153,0,0,0,0,0,0,89,62,17 基隆市,2 技職
112,1185,德育護理健康學院,D 日,C 二技,136,16,120,0,0,0,0,10,76,6,43,0,0,0,0,0,0,0,1,17 基隆市,2 技職
112,1185,德育護理健康學院,N 修,C 二技,738,99,639,0,0,0,0,49,342,44,281,0,0,0,0,0,0,6,16,17 基隆市,2 技職
112,1185,德育護理健康學院,N 修,2 二專,164,28,136,16,67,8,63,0,0,0,0,0,0,0,0,0,0,4,6,17 基隆市,2 技職
112,1185,德育護理健康學院,D 日,5 五專,961,238,723,60,181,45,146,46,149,35,119,40,98,0,0,0,0,12,30,17 基隆市,2 技職
112,1188,大同技術學院,D 日,B 四技,71,30,41,0,0,0,0,12,19,17,18,0,0,0,0,0,0,1,4,20 嘉義市,2 技職
112,1188,大同技術學院,N 修,B 四技,56,13,43,0,0,0,0,4,25,7,17,0,0,0,0,0,0,2,1,20 嘉義市,2 技職
112,1188,大同技術學院,N 修,C 二技,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20 嘉義市,2 技職
112,1188,大同技術學院,N 修,2 二專,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20 嘉義市,2 技職
112,1188,大同技術學院,D 日,5 五專,14,6,8,0,0,0,0,0,3,2,3,3,2,0,0,0,0,1,0,20 嘉義市,2 技職
112,1195,馬偕醫學院,D 日,D 博士,12,10,2,1,1,1,1,3,0,3,0,2,0,0,0,0,0,0,0,01 新北市,1 一般
112,1195,馬偕醫學院,D 日,M 碩士,61,18,43,7,19,8,16,1,8,2,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
112,1195,馬偕醫學院,N 職,M 碩士,33,7,26,3,9,3,13,0,3,1,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
112,1195,馬偕醫學院,D 日,B 學士,749,282,467,67,122,41,104,54,109,59,89,28,19,27,17,0,0,6,7,01 新北市,1 一般
112,1195,馬偕醫學院,N 修,C 二技,48,3,45,0,0,0,0,3,30,0,15,0,0,0,0,0,0,0,0,01 新北市,2 技職
112,1196,法鼓文理學院,D 日,D 博士,26,12,14,4,3,1,2,1,1,3,3,1,1,2,1,0,3,0,0,01 新北市,1 一般
112,1196,法鼓文理學院,D 日,M 碩士,247,59,188,13,37,19,47,10,57,17,47,0,0,0,0,0,0,0,0,01 新北市,1 一般
112,1196,法鼓文理學院,N 職,M 碩士,20,4,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
112,1196,法鼓文理學院,D 日,B 學士,51,25,26,6,9,8,9,4,5,7,2,0,0,0,0,0,0,0,1,01 新北市,1 一般
112,1196,法鼓文理學院,P 進,B 學士,19,3,16,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
112,1282,馬偕醫護管理專科學校,N 修,2 二專,148,70,78,21,15,30,41,19,22,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
112,1282,馬偕醫護管理專科學校,D 日,5 五專,3932,558,3374,141,725,120,694,123,672,82,582,67,582,0,0,0,0,25,119,30 臺北市,2 技職
112,1283,仁德醫護管理專科學校,N 修,2 二專,377,185,192,110,106,68,84,0,0,0,0,0,0,0,0,0,0,7,2,05 苗栗縣,2 技職
112,1283,仁德醫護管理專科學校,D 日,5 五專,5465,1228,4237,239,840,237,801,228,808,257,807,165,736,0,0,0,0,102,245,05 苗栗縣,2 技職
112,1284,樹人醫護管理專科學校,N 修,2 二專,528,258,270,110,105,89,106,28,41,24,16,0,0,0,0,0,0,7,2,12 高雄市,2 技職
112,1284,樹人醫護管理專科學校,D 日,5 五專,6713,1349,5364,302,1199,258,1118,300,1011,216,995,208,886,0,0,0,0,65,155,12 高雄市,2 技職
112,1285,慈惠醫護管理專科學校,D 日,2 二專,60,8,52,0,21,8,23,0,0,0,0,0,0,0,0,0,0,0,8,13 屏東縣,2 技職
112,1285,慈惠醫護管理專科學校,N 修,2 二專,157,70,87,25,30,16,34,14,8,6,9,0,0,0,0,0,0,9,6,13 屏東縣,2 技職
112,1285,慈惠醫護管理專科學校,D 日,5 五專,1938,411,1527,52,188,73,222,83,293,78,330,85,365,0,0,0,0,40,129,13 屏東縣,2 技職
